KEY	SEVERITY	TYPE	COMPONENT	LINE	MESSAGE
AZnD6alIE_2A7xMuD-ef	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	573	Prefer `globalThis` over `window`.
AZnD6alIE_2A7xMuD-eg	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	579	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6alIE_2A7xMuD-eh	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	585	Prefer `globalThis` over `window`.
AZnD6alIE_2A7xMuD-ei	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	586	Prefer `globalThis` over `window`.
AZnD6alIE_2A7xMuD-ej	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	588	Handle this exception or don't catch it at all.
AZnD6alIE_2A7xMuD-em	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	660	Prefer `globalThis` over `window`.
AZnD6alIE_2A7xMuD-en	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	661	Prefer `globalThis` over `window`.
AZnD6alIE_2A7xMuD-eo	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	662	Prefer `globalThis` over `window`.
AZnD6alIE_2A7xMuD-eq	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/animations.js	666	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-cn	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	24	Refactor this asynchronous operation outside of the constructor.
AZnD6akkE_2A7xMuD-co	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	36	Add logic to this catch clause or eliminate it and rethrow the exception automatically.
AZnD6akkE_2A7xMuD-cp	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	54	Add logic to this catch clause or eliminate it and rethrow the exception automatically.
AZnD6akkE_2A7xMuD-cq	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	80	Handle this exception or don't catch it at all.
AZnD6akkE_2A7xMuD-cr	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	83	Handle this exception or don't catch it at all.
AZnD6akkE_2A7xMuD-cs	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	118	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-ct	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	122	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6akkE_2A7xMuD-cv	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	247	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6akkE_2A7xMuD-cw	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	343	Handle this exception or don't catch it at all.
AZnD6akkE_2A7xMuD-c0	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	356	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-c1	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	356	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6akkE_2A7xMuD-c2	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	356	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-c3	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	357	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-c4	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	359	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6akkE_2A7xMuD-c5	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	364	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6akkE_2A7xMuD-c7	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	368	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6akkE_2A7xMuD-c-	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	371	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-c8	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	371	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-c9	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	371	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6akkE_2A7xMuD-c_	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	372	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-dA	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	375	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6akkE_2A7xMuD-dB	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	378	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6akkE_2A7xMuD-dC	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	396	Handle this exception or don't catch it at all.
AZnD6akkE_2A7xMuD-dD	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	400	Handle this exception or don't catch it at all.
AZnD6akkE_2A7xMuD-dE	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	401	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6akkE_2A7xMuD-dF	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	408	Unexpected `await` of a non-Promise (non-"Thenable") value.
AZnD6akkE_2A7xMuD-dG	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	409	Handle this exception or don't catch it at all.
AZnD6akkE_2A7xMuD-dH	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	410	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6akkE_2A7xMuD-dJ	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	424	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6akkE_2A7xMuD-dK	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	430	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6akkE_2A7xMuD-dV	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	793	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-dW	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	794	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-dX	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	795	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-dY	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	795	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-dZ	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	795	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-da	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	796	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-db	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	796	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-dc	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	796	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-dd	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	798	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-de	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	799	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-df	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	800	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-dg	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	804	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-dh	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	805	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-di	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	806	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-dj	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	806	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-dk	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	806	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-dl	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	807	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-dm	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	807	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-dn	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	807	Prefer `globalThis` over `window`.
AZnD6akkE_2A7xMuD-do	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/app.js	810	Prefer `globalThis` over `window`.
AZnD6alSE_2A7xMuD-et	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/code-splitter.js	50	Add logic to this catch clause or eliminate it and rethrow the exception automatically.
AZnD6alSE_2A7xMuD-ev	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/code-splitter.js	139	Handle this exception or don't catch it at all.
AZnD6alSE_2A7xMuD-ew	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/code-splitter.js	150	Handle this exception or don't catch it at all.
AZnD6alSE_2A7xMuD-ex	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/code-splitter.js	178	Add logic to this catch clause or eliminate it and rethrow the exception automatically.
AZnD6ag_E_2A7xMuD-Vc	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/components.js	30	Unexpected empty method 'bindEvents'.
AZnD6ag_E_2A7xMuD-Vd	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/components.js	32	Unexpected empty method 'render'.
AZnD6ag_E_2A7xMuD-Ve	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/components.js	43	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6ag_E_2A7xMuD-Vf	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/components.js	44	Prefer `childNode.remove()` over `parentNode.removeChild(childNode)`.
AZnD6ag_E_2A7xMuD-Vg	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/components.js	210	Prefer `.at(â¦)` over `[â¦.length - index]`.
AZnD6ag_E_2A7xMuD-Vh	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/components.js	219	'If' statement should not be the only statement in 'else' block
AZnD6ag_E_2A7xMuD-Vj	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/components.js	531	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6ag_E_2A7xMuD-Vk	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/components.js	541	Remove this useless assignment to variable "newIndex".
AZnD6ag_E_2A7xMuD-Vl	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/components.js	567	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6ag_E_2A7xMuD-Vm	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/components.js	572	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6ag_E_2A7xMuD-Vo	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/components.js	705	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6ag_E_2A7xMuD-Vp	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/components.js	706	Prefer `childNode.remove()` over `parentNode.removeChild(childNode)`.
AZnD6ag_E_2A7xMuD-Vx	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/components.js	823	'(from: number, length?: number): string' is deprecated.
AZnD6ag_E_2A7xMuD-Vz	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/components.js	832	Prefer `globalThis` over `window`.
AZnD6alpE_2A7xMuD-fd	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/config/allowed-settings-keys.js	50	Use 'Object.hasOwn()' instead of 'Object.prototype.hasOwnProperty.call()'.
AZnD6akLE_2A7xMuD-bc	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	65	Prefer `globalThis` over `window`.
AZnD6akLE_2A7xMuD-bd	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	68	Prefer `globalThis` over `window`.
AZnD6akLE_2A7xMuD-bf	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	116	Prefer `globalThis` over `window`.
AZnD6akLE_2A7xMuD-bg	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	141	Prefer `globalThis` over `window`.
AZnD6akLE_2A7xMuD-bh	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	141	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6akLE_2A7xMuD-bi	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	141	Prefer `globalThis` over `window`.
AZnD6akLE_2A7xMuD-bj	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	143	Prefer `globalThis` over `window`.
AZnD6akLE_2A7xMuD-bk	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	144	Prefer `globalThis` over `window`.
AZnD6akLE_2A7xMuD-bl	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	148	Prefer `globalThis` over `window`.
AZnD6akLE_2A7xMuD-bo	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	209	Prefer `globalThis` over `window`.
AZnD6akLE_2A7xMuD-bp	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	210	Prefer `globalThis` over `window`.
AZnD6akLE_2A7xMuD-bq	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	230	Prefer `globalThis` over `window`.
AZnD6akLE_2A7xMuD-br	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	230	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6akLE_2A7xMuD-bs	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	230	Prefer `globalThis` over `window`.
AZnD6akLE_2A7xMuD-bt	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	231	Prefer `globalThis` over `window`.
AZnD6akLE_2A7xMuD-bv	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	237	Handle this exception or don't catch it at all.
AZnD6akLE_2A7xMuD-bw	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	245	Prefer `globalThis` over `window`.
AZnD6akLE_2A7xMuD-bx	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	245	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6akLE_2A7xMuD-by	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	245	Prefer `globalThis` over `window`.
AZnD6akLE_2A7xMuD-bz	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	246	Prefer `globalThis` over `window`.
AZnD6akLE_2A7xMuD-b1	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	252	Handle this exception or don't catch it at all.
AZnD6akLE_2A7xMuD-b2	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	260	Prefer `globalThis` over `window`.
AZnD6akLE_2A7xMuD-b3	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	260	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6akLE_2A7xMuD-b4	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	260	Prefer `globalThis` over `window`.
AZnD6akLE_2A7xMuD-b5	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	261	Prefer `globalThis` over `window`.
AZnD6akLE_2A7xMuD-b7	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	267	Handle this exception or don't catch it at all.
AZnD6akLE_2A7xMuD-b8	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	274	Prefer `globalThis` over `window`.
AZnD6akLE_2A7xMuD-b9	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/crash-handler.js	276	Prefer `globalThis` over `window`.
AZnD6aj5E_2A7xMuD-bA	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/i18n-hot.js	33	Handle this exception or don't catch it at all.
AZnD6aj5E_2A7xMuD-bB	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/i18n-hot.js	55	Prefer `globalThis` over `window`.
AZnD6aj5E_2A7xMuD-bC	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/i18n-hot.js	55	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6aj5E_2A7xMuD-bD	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/i18n-hot.js	55	Prefer `globalThis` over `window`.
AZnD6aj5E_2A7xMuD-bE	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/i18n-hot.js	56	Prefer `globalThis` over `window`.
AZnD6aj5E_2A7xMuD-bF	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/i18n-hot.js	59	Handle this exception or don't catch it at all.
AZnD6aj5E_2A7xMuD-bG	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/i18n-hot.js	76	Prefer `String#replaceAll()` over `String#replace()`.
AZnD6aj5E_2A7xMuD-bH	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/i18n-hot.js	82	Prefer `String#replaceAll()` over `String#replace()`.
AZnD6aj5E_2A7xMuD-bI	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/i18n-hot.js	92	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6aj5E_2A7xMuD-bM	MINOR	BUG	CDTeamMods_Achievements-Manager:src/renderer/scripts/i18n-hot.js	105	Review this usage of "translationCache" as it can only be empty here.
AZnD6aj5E_2A7xMuD-bL	MINOR	BUG	CDTeamMods_Achievements-Manager:src/renderer/scripts/i18n-hot.js	114	Review this usage of "translationCache" as it can only be empty here.
AZnD6aj5E_2A7xMuD-bN	CRITICAL	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/i18n-hot.js	116	Unexpected `await` of a non-Promise (non-"Thenable") value.
AZnD6aj5E_2A7xMuD-bO	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/i18n-hot.js	117	Handle this exception or don't catch it at all.
AZnD6aj5E_2A7xMuD-bP	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/i18n-hot.js	125	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6aj5E_2A7xMuD-bQ	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/i18n-hot.js	140	Prefer `globalThis` over `window`.
AZnD6aj5E_2A7xMuD-bR	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/i18n-hot.js	142	Prefer `globalThis` over `window`.
AZnD6akCE_2A7xMuD-bU	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/lazy-loader.js	93	Add logic to this catch clause or eliminate it and rethrow the exception automatically.
AZnD6akCE_2A7xMuD-bV	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/lazy-loader.js	122	Add logic to this catch clause or eliminate it and rethrow the exception automatically.
AZnD6akCE_2A7xMuD-bW	INFO	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/lazy-loader.js	151	Complete the task associated to this "TODO" comment.
AZnD6ajAE_2A7xMuD-YH	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/events.js	49	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6ajAE_2A7xMuD-YI	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/events.js	52	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6ajAE_2A7xMuD-YJ	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/events.js	53	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6ajAE_2A7xMuD-YK	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/events.js	54	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6ajAE_2A7xMuD-YL	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/events.js	60	Prefer `globalThis` over `window`.
AZnD6ajAE_2A7xMuD-YM	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/events.js	63	Prefer `globalThis` over `window`.
AZnD6ajAE_2A7xMuD-YN	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/events.js	69	Prefer `globalThis` over `window`.
AZnD6ajAE_2A7xMuD-YO	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/events.js	75	Prefer `globalThis` over `window`.
AZnD6ajAE_2A7xMuD-YR	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/events.js	90	Handle this exception or don't catch it at all.
AZnD6ajAE_2A7xMuD-YS	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/events.js	99	Prefer `globalThis` over `window`.
AZnD6ajAE_2A7xMuD-YT	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/events.js	110	Prefer `globalThis` over `window`.
AZnD6ajAE_2A7xMuD-YU	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/events.js	137	Prefer `Number.parseInt` over `parseInt`.
AZnD6ajAE_2A7xMuD-YX	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/events.js	154	Prefer `globalThis` over `window`.
AZnD6ajwE_2A7xMuD-al	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/helpers.js	10	Prefer `globalThis` over `window`.
AZnD6ajwE_2A7xMuD-am	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/helpers.js	10	Prefer using an optional chain expression instead, as it's more concise and easier to read.
AZnD6ajwE_2A7xMuD-an	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/helpers.js	10	Prefer `globalThis` over `window`.
AZnD6ajwE_2A7xMuD-ao	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/helpers.js	11	Prefer `globalThis` over `window`.
AZnD6ajwE_2A7xMuD-ap	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/helpers.js	35	Handle this exception or don't catch it at all.
AZnD6ajwE_2A7xMuD-aq	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/helpers.js	42	Prefer `.dataset` over `getAttribute(â¦)`.
AZnD6ajwE_2A7xMuD-ar	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/helpers.js	52	Handle this exception or don't catch it at all.
AZnD6ajwE_2A7xMuD-as	MAJOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/helpers.js	60	Prefer `.dataset` over `getAttribute(â¦)`.
AZnD6ajwE_2A7xMuD-at	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/helpers.js	71	Use `forâ¦of` instead of `.forEach(â¦)`.
AZnD6ajwE_2A7xMuD-au	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/helpers.js	73	Handle this exception or don't catch it at all.
AZnD6ajwE_2A7xMuD-av	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/helpers.js	82	Prefer `globalThis` over `window`.
AZnD6ajwE_2A7xMuD-aw	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/helpers.js	90	Prefer `globalThis` over `window`.
AZnD6ajwE_2A7xMuD-ax	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/helpers.js	104	Handle this exception or don't catch it at all.
AZnD6ajwE_2A7xMuD-ay	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/helpers.js	112	Prefer `globalThis` over `window`.
AZnD6ajwE_2A7xMuD-az	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/helpers.js	118	Prefer `globalThis` over `window`.
AZnD6ajwE_2A7xMuD-a0	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/helpers.js	128	`new Error()` is too unspecific for a type check. Use `new TypeError()` instead.
AZnD6ajwE_2A7xMuD-a1	MINOR	CODE_SMELL	CDTeamMods_Achievements-Manager:src/renderer/scripts/modules/helpers.js	132	Add logic to this catch clause or eliminate it and rethrow the exception automatically.
